# problem=SEAS Benchmark BP5-QD
# code=Thrase
# modeler=B. A. Erickson
# date=2023/01/09
# element size=xx m
# location=on fault, z = 7.5 km
# Lz = 80 km
t slip_y slip_z slip_rate_y slip_rate_z shear_stress state
0.0	0.0	0.0	-9.0	13.273061184881861	8.146128035678238
1.514507337967835	1.5172252037499744e-9	2.204057905152266e-13	-8.998260649156117	-12.487205796541497	13.27365027418449	8.146128035677
2.584485272865442	2.5939785842027654e-9	7.709922548773251e-13	-8.996064817873485	-12.130455365757635	13.274387347648066	8.146128035673925
3.4652130348056644	3.485544305150042e-9	1.6541733764391757e-12	-8.993076100907492	-11.882190440244575	13.275383388824649	8.146128035669044
4.234400428538137	4.270550187975127e-9	2.9479563822775946e-12	-8.988941525093635	-11.674955552815936	13.27675317434079	8.146128035661976
4.931260785741957	4.989807624852316e-9	4.788747698694029e-12	-8.983189841769397	-11.487766616619544	13.278649124234002	8.14612803565206
5.578514271275465	5.668438945879015e-9	7.38458491856497e-12	-8.975176017133657	-11.311166431754692	13.281278810197247	8.146128035638323
6.19090588861946	6.324734523117717e-9	1.1049008262646368e-11	-8.963999662163854	-11.139649013676136	13.284930311805562	8.146128035619368
6.7134693555203375	6.900938592221442e-9	1.5576365198321545e-11	-8.950416061134632	-10.988449864448064	13.289348803837038	8.146128035596579
7.075317494197871	7.3121933476187646e-9	1.9794230305885554e-11	-8.937943546454875	-10.880008206483325	13.293376492520824	8.146128035575932
7.2913314209866025	7.563940345073397e-9	2.287197047808613e-11	-8.928880160108752	-10.813056527651618	13.29626147067272	8.146128035561217
7.432485676861045	7.731472693945081e-9	2.5157657936130153e-11	-8.922229311129534	-10.768671303761085	13.298351989383443	8.146128035550477
7.526644375861207	7.84470425766084e-9	2.6817169130066954e-11	-8.917533175897852	-10.73933981973626	13.299818679524021	8.146128035542777
7.620153780085679	7.958391620281433e-9	2.857861399228036e-11	-8.912742634246662	-10.710946443764135	13.301312190645582	8.146128035534685
7.712634840432394	8.072077433729846e-9	3.043542152975105e-11	-8.907951188567175	-10.683972481928091	13.302807549235888	8.146128035526244
7.8108806021834525	8.194232247280764e-9	3.253506243876847e-11	-8.902865328699344	-10.656766521640705	13.30439540239148	8.146128035516796
7.910937130211962	8.320110849783193e-9	3.480872626887267e-11	-8.89773893658143	-10.630673962413844	13.305987300352088	8.146128035506662
8.008585646727672	8.44438970048463e-9	3.7159087077712404e-11	-8.892817235905051	-10.60674233955233	13.307496331526586	8.146128035496284
8.124681938238801	8.593972802862499e-9	4.012134312375629e-11	-8.88708134213663	-10.580093344627667	13.309220994911065	8.146128035483338
8.279138212031548	8.796028830512844e-9	4.4342792726051916e-11	-8.879627617265957	-10.54725769538029	13.311397606759952	8.146128035465148
8.494533995291606	9.083576270430035e-9	5.076055360131783e-11	-8.869486735812972	-10.505465824963427	13.314229210575567	8.146128035438034
8.769051469502049	9.459818148576739e-9	5.983638715357899e-11	-8.856761328494489	-10.45709329238678	13.317553161598259	8.146128035400745
9.08852058723883	9.911834723628689e-9	7.169185204703443e-11	-8.84173875754168	-10.404951876565883	13.32112552614556	8.146128035353781
9.458632086599101	1.0456073558572032e-8	8.72872534235645e-11	-8.823097683838103	-10.346396596930479	13.325033401775807	8.146128035294874
9.896835693981838	1.1133704797902233e-8	1.0872710756306432e-10	-8.797600109023534	-10.27463269831284	13.329611454091445	8.146128035219082
10.354801849138488	1.1890954952859489e-8	1.3549602458372813e-10	-8.764430963509023	-10.191190942598661	13.334711925704864	8.146128035132646
10.597230977161114	1.2318154423560846e-8	1.52018181093449e-10	-8.743052209771827	-10.141585441241423	13.337691204930868	8.146128035083642
10.73473797710973	1.2570489752022586e-8	1.622929849566851e-10	-8.729500593544088	-10.111455092424624	13.339496796099588	8.14612803505475
10.833326812371373	1.2756469668622539e-8	1.7011950326571787e-10	-8.719163006355716	-10.089067550815834	13.340839821084197	8.14612803503352
10.911660896614501	1.2907491210201571e-8	1.766350766584793e-10	-8.710632379500362	-10.070955162930906	13.34192914707188	8.146128035016341
10.999098344831273	1.3079657523362893e-8	1.8423782571489574e-10	-8.700843476260042	-10.050561680585929	13.343162478518565	8.14612803499682
11.079569781151651	1.324161180369122e-8	1.9155782158952675e-10	-8.691645396095891	-10.031775199973056	13.344309845753523	8.146128034978537
11.162811417886731	1.3412820379442535e-8	1.9946985765558153e-10	-8.681977803022221	-10.012416810939866	13.345507021128729	8.146128034959299
11.264194514285075	1.3626603936359757e-8	2.0959367171801795e-10	-8.66999067997982	-9.98894628372674	13.346979734312875	8.146128034935417
11.400875076313826	1.3924455190006502e-8	2.2413664768642844e-10	-8.653381279603424	-9.957340896229992	13.348994723604683	8.146128034902425
11.53891168800156	1.4237274388720881e-8	2.399411667543811e-10	-8.635961437454528	-9.925234525696704	13.351062805480788	8.146128034868164
11.629640581663958	1.4449938351476734e-8	2.5098663006525236e-10	-8.624114534804638	-9.903948092141004	13.352429672993619	8.146128034845121
11.714375251456863	1.4653932504787809e-8	2.618049477142234e-10	-8.612746369977804	-9.883902062657956	13.353702407575952	8.146128034823228
11.813663794083801	1.4899967405007492e-8	2.751370887532455e-10	-8.59901728371046	-9.860151221540171	13.355184893508369	8.14612803479711
11.944253079866124	1.523590374467102e-8	2.9383092184068595e-10	-8.580197239532403	-9.828336494324619	13.357122580355282	8.14612803476201
