# problem=SEAS Benchmark BP5-QD
# code=Thrase
# modeler=B. A. Erickson
# date=2023/01/09
# element size=xx m
# location=on fault, z = 2000.0 km
# Lz = 80 km
# t slip_y slip_z slip_rate_y slip_rate_z shear_stress state
0.0	0.0	0.0	1.0e-9	1.0e-9	13.273061184881861	13.273061184881861	8.146128035678238
1.04925124221727e8	0.10492506106664459	1.0474572297435876e-11	9.999977204687389e-10	9.965795938553264e-20	19.490044643180887	1.4848295936631552e-7	8.146134089361666
2.1978551471556464e8	0.219783269329154	2.1899936108097095e-11	9.999355651844937e-10	9.928697698015811e-20	19.490133320390978	4.553409053939214e-6	8.146282421178684
2.8855831358820254e8	0.2885426060189037	2.8720583946182886e-11	9.995603810475893e-10	9.906281729588994e-20	19.49066645319986	3.1277143019986776e-5	8.14717414646242
3.390289241142621e8	0.3389650593580045	3.371526344095624e-11	9.98240648576385e-10	9.884261109262214e-20	19.492547984841774	0.0001243279139707567	8.150305672404784
3.8109289801528865e8	0.38089254283407337	3.7866193202835925e-11	9.946539868779268e-10	9.846916929979551e-20	19.49770876215961	0.0003705191306146278	8.158777993937555
4.223537233663656e8	0.4217721939280137	4.191378197417592e-11	9.856151343081957e-10	9.760823418170551e-20	19.510966323697662	0.0009539314920364642	8.179848663854619
4.7862259685726106e8	0.4765563443685148	4.7340869888380325e-11	9.585873293918307e-10	9.49815359280615e-20	19.551900126821245	0.0024772283483906095	8.240004749722367
5.415313358017743e8	0.5354395215456916	5.3175003603836395e-11	9.11433182664499e-10	9.028779863882217e-20	19.625298085634782	0.004721222791146652	8.334324587431016
6.435285086529702e8	0.6239975640787695	6.194246991639652e-11	8.251600425894657e-10	8.163491577131064e-20	19.765197175248204	0.00840671134780836	8.480389841892993
7.941185159651468e8	0.739544733229458	7.335996449385924e-11	7.142912787478132e-10	7.048355292212177e-20	19.97142951038991	0.01335851982728853	8.64392774218187
9.67279138777026e8	0.8548244297540716	8.471507818993809e-11	6.233779367453849e-10	6.127766385645418e-20	20.195510681145176	0.01844318159333867	8.778375171674927
1.0506805336080757e9	0.9054522987030378	8.96860218650414e-11	5.919397995073424e-10	5.804397024956782e-20	20.300120642752923	0.02075117133188725	8.829377488727891
1.096006493630134e9	0.9319590535336078	9.228275235686492e-11	5.78084702054342e-10	5.65666042890703e-20	20.357760524694722	0.021997061651919916	8.853971117627191
1.1206543375945075e9	0.9461280384806122	9.366778329230669e-11	5.718370991432281e-10	5.581834885019048e-20	20.39087686439183	0.02268570837394492	8.866409969202397
1.133612519715821e9	0.9535206340396769	9.438828968085046e-11	5.693017194463885e-10	5.535908183276739e-20	20.410327571628297	0.023060503293946502	8.872653556686092
1.1401933843372421e9	0.9572644052418287	9.475134564736981e-11	5.685995344202083e-10	5.490626894885065e-20	20.422288241786536	0.023262454738177507	8.875728421708192
1.143468545371229e9	0.9591267602688809	9.493023940335745e-11	5.687794612981895e-10	5.4179655651106476e-20	20.430297833071908	0.023373537854879636	8.877225714863718
1.1450859276329806e9	0.9600470822686985	9.501698685603561e-11	5.693748904149727e-10	5.276232513390781e-20	20.436275228628787	0.023438331724866205	8.87795263604425
1.1458831583761652e9	0.9605012748108044	9.505817020635168e-11	5.701643867245021e-10	4.9883473798768367e-20	20.441216910401085	0.023479845701389	8.878305712639145
1.1462760432627187e9	0.9607254344993194	9.507688376649206e-11	5.71044634608242e-10	4.401196221944899e-20	20.445631718371857	0.02350968446481057	8.878477336257095
1.1464696204822466e9	0.9608360541679037	9.508451459358685e-11	5.719679355299942e-10	3.20407407475855e-20	20.449779528337846	0.023533667713647222	8.878560758131558
1.146564926697668e9	0.9608906058847806	9.508667596937592e-11	5.729125319021527e-10	7.622330828621168e-21	20.453793877843594	0.0235547164480834	8.878601267961345
1.1466117904024744e9	0.9609174744275621	9.508613749932426e-11	5.738687234531571e-10	-4.2260410665543863e-20	20.457744104445677	0.02357430178385927	8.878620904999634
1.1466347947551346e9	0.9609306856724371	9.508426600971007e-11	5.748323488777446e-10	-1.4438166487845856e-19	20.46166660888559	0.023593167300081184	8.878630401466335
1.146646064473967e9	0.9609371686836888	9.50817355558424e-11	5.758017748992803e-10	-3.5396716558240647e-19	20.465580856208785	0.0236116908004436	8.878634981150055
1.146651573384803e9	0.9609403430886894	9.507887788697548e-11	5.76776512734694e-10	-7.852426835494454e-19	20.4694975949051	0.023630065894952066	8.878637182911074
1.1466542602468095e9	0.9609418939666177	9.507585548376703e-11	5.777566564264843e-10	-1.6751692277031188e-18	20.473423365209207	0.02364839460925013	8.878638238026744
1.1466555678895972e9	0.9609426500331409	9.507274678220103e-11	5.787427323474763e-10	-3.5169256036876085e-18	20.477363206920174	0.023666735743330242	8.878638742011193
1.1466562031270168e9	0.9609430179495364	9.506958752936287e-11	5.797358765738306e-10	-7.341058534787194e-18	20.481322970634842	0.023685133332669497	8.87863898200976
1.146656511386305e9	0.9609431967942794	9.506638961398356e-11	5.807384266071711e-10	-1.531306535380447e-17	20.48531241363837	0.023703639474932283	8.878639096018889
1.1466566610594618e9	0.9609432837820399	9.506314693364075e-11	5.817552955429868e-10	-3.202465240132223e-17	20.48935092193816	0.02372234418265571	8.878639150123282
1.146656734027242e9	0.9609433262647548	9.505983063673194e-11	5.827970776158679e-10	-6.73741145593068e-17	20.493479729666873	0.023741431592115024	8.878639175853879
1.1466567700115466e9	0.9609433472534633	9.505636794015913e-11	5.838875756082148e-10	-1.434259360463628e-16	20.49779113038376	0.023761309976138956	8.878639188200408
1.1466567882644413e9	0.960943357920614	9.505257605403792e-11	5.850852566684937e-10	-3.132801581362791e-16	20.502511461291775	0.023782978715901498	8.878639194269697
1.1466567982525043e9	0.960943363770886	9.504785675891642e-11	5.865808820881417e-10	-7.386978758661648e-16	20.50837887668375	0.023809703053048584	8.878639197462244
1.1466568044990277e9	0.9609433674413063	9.504014965064597e-11	5.890335539445841e-10	-2.097855839176255e-15	20.517926507423677	0.02385256503408114	8.87863919933798
1.1466568072324185e9	0.9609433690545351	9.503190151142412e-11	5.916685652130721e-10	-4.297599389037772e-15	20.52809317712631	0.02389749000163403	8.878639200079308
1.1466568091053114e9	0.96094337016563	9.502091433233998e-11	5.951894259697208e-10	-7.884840522004631e-15	20.541567254416947	0.023956328248939233	8.87863920051628
1.1466568105916376e9	0.9609433710536409	9.500542112354599e-11	6.001684572315875e-10	-1.3555344385355962e-14	20.560450803109745	0.024037972649420102	8.87863920077461
1.146656811861066e9	0.9609433718196831	9.498318145921503e-11	6.07335984106661e-10	-2.2286732799395136e-14	20.58733049683898	0.024153051091463106	8.878639200865141
1.1466568130136974e9	0.9609433725253456	9.495036887858612e-11	6.179432887760941e-10	-3.580518304913032e-14	20.626507224558107	0.024318797433867206	8.878639200720995
1.1466568139197834e9	0.9609433730906883	9.491085304356197e-11	6.307571438537315e-10	-5.2467757133676105e-14	20.67294257250684	0.0245124899830936	8.878639200265761
1.1466568143957434e9	0.9609433733929643	9.488336103617576e-11	6.396907134375055e-10	-6.293905724075112e-14	20.704839488385375	0.02464467982805997	8.878639199777355
1.1466568147034333e9	0.9609433735907861	9.48632520016172e-11	6.462280150227658e-10	-6.687969781258289e-14	20.728122123964955	0.02474296997422332	8.878639199304255
1.1466568149703484e9	0.9609433737640445	9.484562125485888e-11	6.519620313795084e-10	-6.406740815290313e-14	20.748716389732508	0.02483372825839175	8.878639198754646
1.146656815209576e9	0.9609433739205884	9.483111797086971e-11	6.566881910217962e-10	-5.665752892004561e-14	20.765847990382895	0.024912229836701476	8.878639198130834
1.146656815485194e9	0.9609433741022433	9.481693733717161e-11	6.613197767835757e-10	-4.6178997484987736e-14	20.782699596396807	0.02499106542993113	8.878639197248516
1.1466568158730276e9	0.9609433743597449	9.480175498759159e-11	6.662886218304208e-10	-3.2520523776736565e-14	20.800781641509673	0.025076563695874823	8.878639195722975
1.1466568163936727e9	0.9609433747078632	9.47887052395293e-11	6.705683884417524e-10	-1.8418960735280396e-14	20.816377608195232	0.025151213012879776	8.878639193240078
1.1466568170587487e9	0.960943375154859	9.478069531271656e-11	6.732033573875693e-10	-6.7273352323112365e-15	20.82609962457109	0.025199406821551727	8.878639189589727
1.1466568179177914e9	0.96094337573364	9.477827495566832e-11	6.740093746221513e-10	-5.132728162703569e-16	20.829217210415663	0.025216523747800222	8.878639184543498
1.1466568189075654e9	0.9609433764007916	9.47781580148341e-11	6.740561615559962e-10	-1.9564080527497866e-19	20.829411130307953	0.02521770317422276	8.878639178655114
1.1466568211350355e9	0.9609433779022419	9.477818341436032e-11	6.740643888993071e-10	1.3604951627308747e-17	20.8294507659728	0.025217942227529006	8.878639165392938
1.1466568253328943e9	0.9609433807318951	9.477824091492453e-11	6.740767243653988e-10	1.3719049574329541e-17	20.829513198288463	0.025218324370225035	8.878639140385811
1.1466568333904386e9	0.9609433861633934	9.477835153299509e-11	6.741004713442328e-10	1.3737432775253446e-17	20.829633453684867	0.025219058655333425	8.878639092338014
1.146656848892143e9	0.9609433966134558	9.477856475201172e-11	6.741465958913472e-10	1.3771808184742443e-17	20.829867034266226	0.025220477428573255	8.878638999720671
1.1466568787686732e9	0.9609434167559646	9.477897722334918e-11	6.742371708665862e-10	1.3840465475259685e-17	20.83032572998214	0.025223235111879124	8.878638820541056
1.1466569364512727e9	0.9609434556529092	9.477977961852407e-11	6.744186758161498e-10	1.3982849838560558e-17	20.83124496405716	0.025228650547952855	8.878638471986608
1.1466570480133617e9	0.9609435309132393	9.478135679004509e-11	6.747976603358698e-10	1.4302154904722578e-17	20.833164486029002	0.02523950239650979	8.878637787386612
1.146657256539922e9	0.9609436717102741	9.478441875548065e-11	6.756334384854526e-10	1.5126825307141222e-17	20.83739793014212	0.025261457018359645	8.87863646486436
1.1466576083149574e9	0.9609439097131773	9.479017773600942e-11	6.777204600582236e-10	1.8188030853460395e-17	20.847966015719802	0.0253068774408057	8.878634056935853
1.1466578298470535e9	0.9609440600911597	9.479478173992173e-11	6.801736949523446e-10	2.4844010621212595e-17	20.86037109443688	0.025348760574255835	8.878632343598653
1.1466579434311504e9	0.9609441374735607	9.479818456761312e-11	6.826669784441122e-10	3.7996778790606783e-17	20.872948636912167	0.02538404832292257	8.878631339710603
1.1466580018730102e9	0.960944177436176	9.48010028316241e-11	6.852310843000443e-10	6.433795146559974e-17	20.885845495188256	0.025416212225741395	8.878630748602486
1.1466580322727294e9	0.960944198303183	9.480359248511111e-11	6.8792824228223e-10	1.181208396726686e-16	20.899367297003234	0.025447662386157022	8.878630395402086
1.1466580485075328e9	0.9609442094927556	9.48062262406662e-11	6.909020431831166e-10	2.3219607481405915e-16	20.914223612175096	0.025480883619177337	8.878630176816797
1.1466580577915878e9	0.9609442159219598	9.480933716338928e-11	6.945912908583741e-10	5.012068532719192e-16	20.932581466985674	0.025521066356929096	8.87863002869035
1.146658064007434e9	0.960944220255476	9.481440923498173e-11	7.008123608226693e-10	1.3589449414169001e-15	20.963364001702463	0.02558769567019413	8.87862990237987
1.146658066713233e9	0.960944222159518	9.481961471926354e-11	7.073273768215035e-10	2.7050639802184375e-15	20.995358373755803	0.025656631592669222	8.878629825932013
1.1466580685607893e9	0.9609442234734553	9.482635942376835e-11	7.158722295887265e-10	4.863520934692458e-15	21.036918321035223	0.025745913803478928	8.87862974996636
1.1466580700236354e9	0.9609442245286204	9.483569389274644e-11	7.278147290990577e-10	8.252180460025306e-15	21.09421602449749	0.02586852624799631	8.878629650636283
1.146658071270384e9	0.9609442254457935	9.484893520630507e-11	7.449067494933598e-10	1.3475620222052964e-14	21.17463634708654	0.02603961886635633	8.878629480299459
1.1466580723806455e9	0.9609442262854924	9.486794574267109e-11	7.696589167787722e-10	2.146459024361943e-14	21.287912538043404	0.026278500516991463	8.878629072918441
1.1466580734007025e9	0.9609442270876833	9.489558138636517e-11	8.059647636072865e-10	3.376163883853261e-14	21.447660140273975	0.02661090221165203	8.878627547329165
1.146658074327661e9	0.96094422785706	9.493472618149709e-11	8.578857999762299e-10	5.2197440140552964e-14	21.664038097266676	0.027052049328521847	8.878617768392411
1.1466580747954879e9	0.9609442282666343	9.496209346918894e-11	8.944665257975219e-10	6.510495287359056e-14	21.80868437613935	0.02734038783118143	8.878589498675744
1.1466580750667174e9	0.9609442285125739	9.498070606924384e-11	9.194596112419816e-10	7.151618448760398e-14	21.903880544865025	0.027526268138941264	8.878536900890502
1.146658075277231e9	0.9609442287082821	9.499587205649762e-11	9.398891891687355e-10	7.149715371398897e-14	21.97927447084887	0.027669963791826065	8.878442027807282
1.1466580754421263e9	0.9609442288645559	9.50073503711446e-11	9.553941168292594e-10	6.721393616507676e-14	22.034963413317723	0.0277737600228474	8.878300702554842
1.1466580756213021e9	0.9609442290371524	9.501879327166474e-11	9.708929939965875e-10	6.031370393942225e-14	22.089359497233506	0.027873652332131914	8.878035639148244
1.14665807585556e9	0.9609442292667194	9.503179288477085e-11	9.885589763612523e-10	5.072364698090735e-14	22.149762482559815	0.027983531398605793	8.877422223616398
1.1466580761951864e9	0.9609442296061097	9.504683698134228e-11	1.0091091542495614e-9	3.823520141102749e-14	22.217287207884397	0.0281060587701026	8.875743307624266
1.14665807667588e9	0.9609442300964703	9.506171085831785e-11	1.029630213115351e-9	2.4366089078461177e-14	22.279433301028504	0.02822074612398228	8.871230554877627
1.1466580772777975e9	0.9609442307212884	9.507249581633728e-11	1.0448505109320344e-9	1.233457872572042e-14	22.316371029827653	0.02829518929328306	8.861775986174866
1.146658077996604e9	0.9609442314757924	9.507797903052357e-11	1.0531163331116332e-9	3.887705019251881e-15	22.32189532849466	0.02832055711955658	8.846097936704316
1.1466580789333534e9	0.9609442324641856	9.507966080370949e-11	1.0565688482465312e-9	9.095462128113285e-16	22.300063231455407	0.02830733233425303	8.821506035205502
1.146658080383866e9	0.9609442339994955	9.508096288874672e-11	1.0604575995283356e-9	9.662247111489941e-16	22.25236979285086	0.028266497186052435	8.776359379593202
1.1466580833369205e9	0.9609442371462907	9.508459547473882e-11	1.0717529931392766e-9	1.5763635043398244e-15	22.112064228443366	0.02812010352830323	8.644030796818909
1.1466580862903543e9	0.9609442403393877	9.50911395652534e-11	1.093179748236941e-9	3.1107848370702222e-15	21.848134051411208	0.027787680438384452	8.395348360651619
1.146658088185366e9	0.9609442424341205	9.509899236181042e-11	1.1204031396000105e-9	5.472458114270019e-15	21.518761915597757	0.027329970395621895	8.085186705410313
1.1466580896487696e9	0.9609442440988855	9.510938467725189e-11	1.158315704085584e-9	9.114886427362162e-15	21.072217959824	0.026682141252830565	7.664807625346177
1.146658090878874e9	0.9609442455545031	9.512371195940297e-11	1.213125085058886e-9	1.4715306339211296e-14	20.451204363500583	0.02576324276479223	7.080267416417188
1.1466580919648278e9	0.9609442469122252	9.514397463525614e-11	1.294249429553258e-9	2.3400426988633466e-14	19.58149088008571	0.024468049713127063	6.261677957282329
1.1466580929468205e9	0.9609442482379449	9.517304027449809e-11	1.4160772525342418e-9	3.7053801321995655e-14	18.374868887189713	0.02267746136186327	5.125833338123199
1.1466580937583714e9	0.9609442494486197	9.52102540025224e-11	1.5807783878409426e-9	5.632320814730742e-14	16.919570256122316	0.02054223585492852	3.7542365761551513
1.1466580945429897e9	0.9609442507848098	9.526595448785445e-11	1.8505513666688958e-9	8.885527825951604e-14	14.941101982710768	0.017692876816755517	1.8816609365577177
1.146658095010365e9	0.9609442517060873	9.531434915645073e-11	2.1080993381448785e-9	1.2001741374710066e-13	13.405944007950106	0.015538764651325641	0.4396883073395603
1.1466580952629876e9	0.9609442522613267	9.534711624661528e-11	2.293767435443729e-9	1.388107545865889e-13	12.454795711875184	0.01423709781861275	-0.3537869391554485
1.1466580954471688e9	0.96094425269799	9.537345472272655e-11	2.4503911674176487e-9	1.4540143474895976e-13	11.739532690340663	0.01327945241176784	-0.7361817628298315
1.1466580955836668e9	0.9609442530408345	9.539320237467382e-11	2.5736927243851604e-9	1.4300331154057226e-13	11.23119535343053	0.012613692142160512	-0.8492312235009467
1.146658095728273e9	0.9609442534226285	9.54134065859808e-11	2.7070376305428672e-9	1.3592613427704054e-13	10.734643279882881	0.011979328435108988	-0.8707522831387371
1.1466580959110072e9	0.9609442539328008	9.543721948493489e-11	2.876873248520541e-9	1.24490994528581e-13	10.178872243706152	0.011293475656828674	-0.8416688672063775
1.1466580961645815e9	0.9609442546923613	9.546669579995902e-11	3.114462744299645e-9	1.0807626802258915e-13	9.535108669689997	0.01054096254739181	-0.7731375001473938
